enrollee_id,enrolled_university,education_level,major_discipline
28628,no_enrollment,Masters,Humanities
25752,no_enrollment,Graduate,STEM
6832,no_enrollment,Graduate,STEM
22495,no_enrollment,Graduate,STEM
5405,no_enrollment,Graduate,STEM
4805,no_enrollment,Masters,STEM
27590,no_enrollment,Graduate,STEM
29488,no_enrollment,Graduate,STEM
2795,Full time course,Graduate,STEM
26648,no_enrollment,Graduate,STEM
24447,no_enrollment,Graduate,STEM
29057,Full time course,Graduate,STEM
28595,no_enrollment,Masters,STEM
21507,Full time course,High School,
1729,no_enrollment,Graduate,STEM
13338,no_enrollment,Graduate,Other
25939,Full time course,Graduate,STEM
32757,no_enrollment,Graduate,STEM
461,no_enrollment,Graduate,STEM
15925,no_enrollment,Graduate,STEM
847,no_enrollment,Graduate,Business Degree
31136,Full time course,High School,
8834,no_enrollment,Masters,STEM
28546,Part time course,Graduate,STEM
8726,no_enrollment,Graduate,STEM
11970,Full time course,Graduate,STEM
14851,no_enrollment,Graduate,STEM
4627,no_enrollment,High School,
32678,Full time course,Graduate,Arts
26918,Full time course,Phd,STEM
7323,no_enrollment,Graduate,STEM
4699,no_enrollment,Graduate,STEM
22601,no_enrollment,Graduate,STEM
3087,no_enrollment,Masters,No Major
10661,no_enrollment,Phd,STEM
17338,Full time course,High School,
22305,no_enrollment,Graduate,STEM
32827,no_enrollment,Masters,STEM
3943,Full time course,Graduate,STEM
22400,no_enrollment,Graduate,STEM
16322,no_enrollment,Graduate,Business Degree
14703,no_enrollment,Graduate,STEM
31774,no_enrollment,Graduate,STEM
20026,no_enrollment,Graduate,Business Degree
17939,Part time course,High School,
20212,no_enrollment,Graduate,STEM
32718,no_enrollment,Graduate,STEM
8142,Full time course,Graduate,STEM
5881,no_enrollment,Graduate,STEM
23911,Full time course,Masters,STEM
26875,no_enrollment,Graduate,Humanities
12696,no_enrollment,Masters,STEM
8632,no_enrollment,Masters,STEM
29829,no_enrollment,Graduate,STEM
29454,no_enrollment,High School,
17654,Part time course,High School,
307,Full time course,Graduate,STEM
16283,no_enrollment,Graduate,STEM
9577,no_enrollment,Masters,STEM
6194,Full time course,Graduate,STEM
10765,no_enrollment,Masters,Humanities
31275,no_enrollment,Graduate,STEM
12670,no_enrollment,Graduate,STEM
9392,no_enrollment,Masters,STEM
2144,no_enrollment,Masters,STEM
9152,no_enrollment,Masters,STEM
23231,no_enrollment,Graduate,STEM
1817,no_enrollment,Graduate,STEM
19089,no_enrollment,Masters,STEM
29013,no_enrollment,Masters,STEM
5447,Full time course,Graduate,STEM
21173,Full time course,Masters,STEM
18291,no_enrollment,Graduate,STEM
13993,no_enrollment,Graduate,STEM
9666,no_enrollment,Graduate,STEM
6737,Part time course,Masters,STEM
9265,Part time course,High School,
13906,Full time course,Graduate,STEM
22937,Part time course,Graduate,STEM
2949,no_enrollment,Masters,STEM
7417,Part time course,Graduate,STEM
4186,no_enrollment,Graduate,STEM
13041,no_enrollment,Graduate,STEM
11924,no_enrollment,Graduate,STEM
20153,Full time course,Graduate,STEM
10890,no_enrollment,Phd,STEM
16826,no_enrollment,Graduate,STEM
23905,Full time course,Graduate,STEM
21480,no_enrollment,Graduate,STEM
19595,no_enrollment,Masters,STEM
15723,no_enrollment,Primary School,
33129,no_enrollment,Graduate,STEM
33124,no_enrollment,Graduate,STEM
17684,no_enrollment,Graduate,STEM
7503,no_enrollment,Graduate,STEM
25897,no_enrollment,Masters,STEM
4323,no_enrollment,Graduate,STEM
21110,no_enrollment,Graduate,Other
19284,no_enrollment,Graduate,STEM
9809,no_enrollment,Graduate,STEM
26046,no_enrollment,Graduate,STEM
24816,Full time course,Masters,STEM
15088,no_enrollment,Graduate,STEM
1676,no_enrollment,Masters,STEM
13795,no_enrollment,Graduate,STEM
10549,no_enrollment,Graduate,STEM
23274,no_enrollment,High School,
31334,no_enrollment,Masters,STEM
29604,no_enrollment,Masters,STEM
11190,Part time course,Masters,STEM
26671,no_enrollment,Graduate,STEM
4069,,Masters,STEM
21451,no_enrollment,Graduate,STEM
30329,no_enrollment,Masters,STEM
17109,Part time course,Graduate,STEM
5182,no_enrollment,Masters,Humanities
16998,no_enrollment,Graduate,STEM
2413,no_enrollment,Masters,STEM
30732,no_enrollment,Graduate,STEM
4696,no_enrollment,Masters,STEM
27232,Full time course,High School,
658,no_enrollment,Graduate,STEM
23956,,,
9459,no_enrollment,Phd,STEM
12641,Part time course,Graduate,STEM
106,Part time course,Graduate,STEM
12300,no_enrollment,Graduate,STEM
19351,no_enrollment,Masters,STEM
18896,no_enrollment,Masters,STEM
13985,Full time course,Graduate,STEM
2775,no_enrollment,Graduate,STEM
239,Full time course,Graduate,STEM
11661,Full time course,High School,
17328,no_enrollment,,
1309,no_enrollment,Graduate,STEM
7058,no_enrollment,Masters,STEM
30589,no_enrollment,Graduate,STEM
22131,no_enrollment,Graduate,STEM
17870,Full time course,High School,
17964,no_enrollment,Phd,STEM
16273,Full time course,Graduate,STEM
23497,Full time course,Graduate,STEM
29097,no_enrollment,Masters,STEM
17761,no_enrollment,Graduate,STEM
540,no_enrollment,Graduate,STEM
14246,Full time course,Graduate,STEM
30506,no_enrollment,Graduate,Other
29797,no_enrollment,Graduate,STEM
26465,no_enrollment,Graduate,STEM
26822,no_enrollment,Graduate,STEM
28276,Full time course,Graduate,STEM
4983,no_enrollment,Masters,Humanities
22751,no_enrollment,Graduate,STEM
15572,no_enrollment,Graduate,STEM
21293,Full time course,Graduate,STEM
26523,no_enrollment,Graduate,STEM
33015,no_enrollment,Graduate,STEM
8397,,High School,
4682,no_enrollment,Graduate,STEM
22891,,Graduate,STEM
26039,Full time course,Graduate,STEM
5722,no_enrollment,Graduate,STEM
33196,no_enrollment,Graduate,STEM
2408,Full time course,Masters,STEM
16558,no_enrollment,Graduate,STEM
21487,no_enrollment,Graduate,STEM
11394,Full time course,Graduate,STEM
23422,no_enrollment,High School,
15228,no_enrollment,Graduate,STEM
10922,no_enrollment,Graduate,STEM
31659,Full time course,High School,
25573,Part time course,Graduate,STEM
5646,no_enrollment,Masters,STEM
31331,no_enrollment,Graduate,STEM
2670,no_enrollment,Masters,STEM
30427,,Graduate,STEM
20416,no_enrollment,High School,
18080,no_enrollment,Primary School,
5725,no_enrollment,Masters,STEM
14394,no_enrollment,Masters,STEM
26568,no_enrollment,Graduate,STEM
19187,no_enrollment,Graduate,STEM
23892,no_enrollment,Graduate,STEM
23299,no_enrollment,Graduate,STEM
27966,no_enrollment,Graduate,STEM
10347,no_enrollment,Masters,STEM
19282,no_enrollment,Phd,STEM
14211,no_enrollment,Graduate,STEM
21757,Full time course,Masters,STEM
23463,no_enrollment,Graduate,STEM
11299,Part time course,Graduate,STEM
29016,no_enrollment,Masters,STEM
23963,no_enrollment,Graduate,STEM
32038,no_enrollment,Graduate,STEM
7319,no_enrollment,Graduate,STEM
3639,no_enrollment,Masters,STEM
4825,Full time course,Graduate,STEM
25282,no_enrollment,Masters,STEM
6065,no_enrollment,Graduate,STEM
12585,no_enrollment,Masters,STEM
27088,no_enrollment,Graduate,STEM
8399,no_enrollment,Primary School,
24979,no_enrollment,Graduate,STEM
8635,no_enrollment,Masters,STEM
32108,no_enrollment,Graduate,STEM
11611,no_enrollment,Graduate,STEM
11018,Full time course,Masters,Humanities
27597,no_enrollment,Graduate,Other
20454,no_enrollment,Graduate,STEM
21278,Full time course,Graduate,STEM
4049,no_enrollment,Masters,STEM
13744,,Graduate,STEM
12792,no_enrollment,Graduate,Arts
12591,no_enrollment,High School,
17571,no_enrollment,Graduate,STEM
26718,Part time course,Graduate,STEM
16030,no_enrollment,Masters,STEM
6212,no_enrollment,High School,
4076,Part time course,Graduate,STEM
8198,no_enrollment,Graduate,STEM
6941,Part time course,Graduate,STEM
17299,no_enrollment,Masters,STEM
29120,no_enrollment,Graduate,STEM
11420,no_enrollment,Graduate,STEM
28511,no_enrollment,Graduate,STEM
19119,no_enrollment,Graduate,STEM
33273,Part time course,High School,
25593,Full time course,Graduate,STEM
28788,no_enrollment,Masters,STEM
30159,Full time course,High School,
29494,Full time course,Graduate,STEM
21170,no_enrollment,Graduate,STEM
9861,no_enrollment,Graduate,Other
28963,no_enrollment,High School,
16612,no_enrollment,Masters,STEM
27255,Full time course,Graduate,STEM
9872,no_enrollment,Masters,STEM
8598,Full time course,Graduate,STEM
19941,no_enrollment,Graduate,STEM
2837,no_enrollment,Graduate,STEM
12967,Full time course,Masters,STEM
32010,Part time course,Graduate,STEM
13710,no_enrollment,Graduate,Business Degree
4130,Full time course,Masters,STEM
6236,no_enrollment,Graduate,STEM
23952,no_enrollment,Graduate,Other
346,no_enrollment,High School,
22794,no_enrollment,Graduate,STEM
5883,no_enrollment,Graduate,STEM
16064,no_enrollment,Graduate,STEM
18921,no_enrollment,Graduate,STEM
32976,no_enrollment,Graduate,STEM
22201,no_enrollment,Graduate,STEM
14259,no_enrollment,Graduate,STEM
14868,Full time course,Masters,STEM
9496,no_enrollment,Graduate,STEM
25701,no_enrollment,High School,
21552,no_enrollment,Masters,STEM
23708,Full time course,High School,
124,no_enrollment,Masters,STEM
31380,no_enrollment,Graduate,STEM
12358,no_enrollment,Graduate,STEM
1334,Full time course,Masters,STEM
5958,no_enrollment,Masters,Humanities
32527,no_enrollment,Graduate,STEM
32098,no_enrollment,Graduate,Humanities
31360,no_enrollment,Graduate,STEM
1376,Full time course,Graduate,STEM
26584,no_enrollment,Graduate,STEM
11279,no_enrollment,Masters,STEM
19523,no_enrollment,Graduate,STEM
10144,Full time course,Graduate,STEM
25020,no_enrollment,Graduate,STEM
8759,no_enrollment,Primary School,
23374,no_enrollment,High School,
27623,Part time course,Graduate,STEM
1567,Full time course,Graduate,STEM
3762,no_enrollment,Phd,STEM
11914,no_enrollment,High School,
8354,no_enrollment,Graduate,STEM
28705,no_enrollment,High School,
8075,no_enrollment,Masters,STEM
5930,no_enrollment,Graduate,STEM
11170,no_enrollment,Graduate,STEM
132,no_enrollment,Graduate,Humanities
8497,no_enrollment,Graduate,STEM
1253,no_enrollment,Masters,STEM
24122,no_enrollment,Graduate,STEM
22512,no_enrollment,High School,
2746,no_enrollment,Masters,Humanities
27483,no_enrollment,Graduate,STEM
6447,Full time course,High School,
1998,no_enrollment,Graduate,STEM
17325,,High School,
17994,no_enrollment,Graduate,STEM
29163,Full time course,High School,
1675,no_enrollment,Graduate,STEM
25134,Part time course,Graduate,No Major
1781,no_enrollment,Masters,STEM
26400,no_enrollment,High School,
10121,no_enrollment,Masters,STEM
30561,no_enrollment,Graduate,STEM
2969,Part time course,Graduate,STEM
5589,no_enrollment,Masters,STEM
31456,no_enrollment,Graduate,STEM
2273,no_enrollment,Graduate,STEM
13297,no_enrollment,Graduate,STEM
8492,no_enrollment,Graduate,STEM
25386,,Masters,STEM
23096,no_enrollment,High School,
15840,no_enrollment,,
2749,no_enrollment,Masters,STEM
14034,no_enrollment,Graduate,STEM
3590,Full time course,High School,
30044,no_enrollment,Graduate,STEM
31685,no_enrollment,Graduate,STEM
14843,,Masters,STEM
12693,no_enrollment,Masters,STEM
10731,no_enrollment,Graduate,STEM
3822,no_enrollment,Graduate,STEM
31034,no_enrollment,Graduate,STEM
23584,no_enrollment,,
28824,Part time course,Graduate,STEM
13247,Full time course,Graduate,STEM
32691,no_enrollment,Graduate,STEM
27025,no_enrollment,Primary School,
3790,no_enrollment,High School,
26426,no_enrollment,High School,
17049,no_enrollment,Masters,Arts
18789,no_enrollment,Masters,STEM
10288,no_enrollment,Graduate,STEM
8036,Full time course,Graduate,STEM
16527,Part time course,Masters,STEM
11866,no_enrollment,Masters,STEM
13662,no_enrollment,Masters,STEM
22730,no_enrollment,Masters,Humanities
19826,no_enrollment,Masters,STEM
24988,Full time course,Graduate,STEM
4688,no_enrollment,Graduate,STEM
11754,no_enrollment,Graduate,STEM
7496,no_enrollment,High School,
20411,no_enrollment,Graduate,STEM
13571,no_enrollment,Graduate,STEM
14778,no_enrollment,Graduate,Other
4490,no_enrollment,Graduate,STEM
13366,,High School,
5632,no_enrollment,Graduate,STEM
9629,no_enrollment,Masters,STEM
8076,Full time course,Graduate,STEM
17653,no_enrollment,Graduate,STEM
27032,no_enrollment,Graduate,STEM
32290,no_enrollment,Graduate,STEM
26595,,Primary School,
14542,Part time course,High School,
389,no_enrollment,Masters,STEM
19639,no_enrollment,Masters,STEM
16820,no_enrollment,,
4808,no_enrollment,Graduate,STEM
30362,Full time course,Graduate,STEM
20804,no_enrollment,High School,
5134,no_enrollment,Graduate,STEM
12721,no_enrollment,Masters,STEM
4743,,,
20485,no_enrollment,Masters,STEM
8160,no_enrollment,Masters,STEM
11156,no_enrollment,Graduate,STEM
3125,Part time course,Graduate,STEM
14063,Full time course,Graduate,STEM
7185,Full time course,Masters,STEM
6592,no_enrollment,Masters,STEM
26479,,High School,
6273,Part time course,Graduate,STEM
18387,Full time course,Graduate,STEM
26650,Full time course,High School,
26514,no_enrollment,Graduate,STEM
12291,no_enrollment,Graduate,STEM
7276,no_enrollment,Graduate,STEM
24318,,High School,
26405,no_enrollment,Graduate,No Major
31740,Full time course,Masters,Other
16564,no_enrollment,Graduate,STEM
28723,no_enrollment,Graduate,STEM
14086,no_enrollment,Graduate,STEM
18178,no_enrollment,Graduate,STEM
27608,no_enrollment,Graduate,STEM
17740,Full time course,Graduate,STEM
6046,Full time course,Graduate,STEM
3279,no_enrollment,Graduate,STEM
2026,no_enrollment,High School,
9252,Full time course,Graduate,STEM
2520,Full time course,Graduate,STEM
28613,no_enrollment,High School,
20688,Full time course,High School,
28696,Full time course,Graduate,STEM
21024,no_enrollment,Phd,STEM
9125,no_enrollment,High School,
29773,no_enrollment,Graduate,STEM
912,no_enrollment,Graduate,STEM
20614,no_enrollment,Masters,Business Degree
19233,no_enrollment,Graduate,STEM
13059,Part time course,Masters,STEM
26562,no_enrollment,Graduate,STEM
26503,no_enrollment,Graduate,STEM
13226,Part time course,Graduate,STEM
3193,no_enrollment,Graduate,STEM
20231,Full time course,High School,
16148,no_enrollment,Masters,STEM
14754,no_enrollment,Graduate,STEM
20949,Full time course,Masters,STEM
2175,no_enrollment,Graduate,STEM
22576,Full time course,High School,
15115,Full time course,Graduate,STEM
16853,no_enrollment,Graduate,Humanities
32647,no_enrollment,Masters,STEM
25936,no_enrollment,Primary School,
5516,no_enrollment,Masters,STEM
24853,Part time course,Masters,STEM
29379,no_enrollment,Graduate,STEM
7163,no_enrollment,Graduate,STEM
7062,no_enrollment,Graduate,STEM
11060,no_enrollment,Graduate,STEM
22417,no_enrollment,Graduate,STEM
29864,no_enrollment,High School,
25000,no_enrollment,Graduate,STEM
24010,no_enrollment,Graduate,STEM
15410,no_enrollment,Graduate,STEM
29701,no_enrollment,Graduate,STEM
6063,no_enrollment,Masters,STEM
31542,no_enrollment,Masters,STEM
12403,Full time course,Graduate,STEM
21753,no_enrollment,Graduate,STEM
535,no_enrollment,Graduate,STEM
17801,no_enrollment,Graduate,STEM
9181,no_enrollment,Graduate,STEM
21484,no_enrollment,Graduate,STEM
31040,Part time course,Graduate,STEM
20401,no_enrollment,Masters,STEM
6188,no_enrollment,Graduate,STEM
23965,Full time course,High School,
23476,no_enrollment,Masters,STEM
8212,Full time course,High School,
26733,no_enrollment,Graduate,STEM
11137,Full time course,High School,
17064,Full time course,Graduate,STEM
7236,no_enrollment,Masters,STEM
4213,no_enrollment,Graduate,STEM
20429,no_enrollment,Graduate,Other
5749,Full time course,Graduate,STEM
17790,no_enrollment,Graduate,STEM
22394,Full time course,Masters,STEM
6123,Full time course,High School,
19901,no_enrollment,Graduate,STEM
17696,Full time course,Graduate,STEM
1047,no_enrollment,High School,
15950,Full time course,Graduate,Other
17379,Part time course,Graduate,STEM
18815,no_enrollment,Graduate,STEM
7431,no_enrollment,Graduate,Humanities
10831,Full time course,Graduate,STEM
33193,no_enrollment,Phd,STEM
26265,no_enrollment,Graduate,Business Degree
20530,no_enrollment,Graduate,STEM
23227,no_enrollment,High School,
13821,no_enrollment,Graduate,STEM
11995,no_enrollment,Graduate,STEM
618,no_enrollment,Graduate,Business Degree
29884,no_enrollment,Graduate,STEM
24710,no_enrollment,Primary School,
18047,Part time course,Masters,STEM
29798,Full time course,Graduate,STEM
4100,no_enrollment,Masters,STEM
18235,no_enrollment,Graduate,STEM
28127,no_enrollment,Graduate,STEM
13688,no_enrollment,Masters,STEM
12890,no_enrollment,Masters,STEM
24566,no_enrollment,Graduate,STEM
7842,no_enrollment,Graduate,STEM
25841,Full time course,High School,
5557,no_enrollment,Graduate,STEM
22437,no_enrollment,Masters,STEM
15493,Part time course,Graduate,STEM
8219,no_enrollment,Masters,STEM
6298,no_enrollment,Masters,STEM
17954,no_enrollment,Graduate,STEM
12446,Full time course,Graduate,STEM
29244,no_enrollment,Graduate,STEM
5662,Full time course,Graduate,STEM
16738,Part time course,High School,
4803,Full time course,High School,
25266,no_enrollment,Graduate,No Major
28396,no_enrollment,Graduate,STEM
8179,no_enrollment,Graduate,STEM
13364,no_enrollment,Graduate,STEM
18948,Full time course,Graduate,STEM
2829,Full time course,High School,
32523,no_enrollment,Masters,STEM
29808,no_enrollment,High School,
13627,no_enrollment,Masters,STEM
19827,no_enrollment,Graduate,STEM
5177,no_enrollment,Masters,STEM
1569,no_enrollment,Graduate,STEM
32888,Part time course,Graduate,STEM
19904,no_enrollment,Graduate,STEM
18727,no_enrollment,Graduate,STEM
16656,Full time course,Graduate,Business Degree
23802,Full time course,Graduate,STEM
5052,no_enrollment,Graduate,STEM
22643,no_enrollment,Masters,STEM
17936,no_enrollment,Masters,STEM
7358,no_enrollment,Graduate,STEM
28530,Full time course,Graduate,STEM
24655,Full time course,High School,
9423,no_enrollment,Graduate,STEM
4891,no_enrollment,Graduate,Humanities
10302,no_enrollment,Graduate,STEM
3172,no_enrollment,Primary School,
30710,Full time course,Graduate,STEM
25474,Full time course,High School,
30995,no_enrollment,Graduate,STEM
11490,no_enrollment,Graduate,STEM
7484,no_enrollment,High School,
13786,no_enrollment,Graduate,STEM
20753,Full time course,High School,
28554,Full time course,Graduate,STEM
18549,no_enrollment,Masters,STEM
26673,no_enrollment,Masters,STEM
5209,no_enrollment,Graduate,STEM
24674,no_enrollment,Graduate,STEM
13671,no_enrollment,Masters,STEM
15342,no_enrollment,Graduate,STEM
5074,Full time course,High School,
3160,no_enrollment,,
29867,Full time course,Graduate,STEM
23728,Part time course,Graduate,STEM
27937,no_enrollment,Graduate,STEM
30706,no_enrollment,Graduate,STEM
27140,Part time course,Masters,Other
14258,no_enrollment,Masters,STEM
18877,no_enrollment,Graduate,STEM
7006,no_enrollment,Graduate,STEM
27279,no_enrollment,Graduate,No Major
30819,no_enrollment,Graduate,STEM
23859,Part time course,Graduate,STEM
8261,no_enrollment,Graduate,STEM
17418,Full time course,High School,
31831,no_enrollment,Graduate,STEM
19096,no_enrollment,,
15202,no_enrollment,Masters,STEM
20508,Full time course,Graduate,STEM
22921,no_enrollment,Masters,STEM
26149,no_enrollment,Masters,STEM
21647,no_enrollment,Graduate,STEM
29716,no_enrollment,Graduate,STEM
9786,no_enrollment,Graduate,STEM
21943,no_enrollment,Phd,STEM
9637,no_enrollment,Graduate,STEM
31504,Part time course,Graduate,STEM
12026,no_enrollment,Graduate,STEM
3091,no_enrollment,Graduate,STEM
24786,no_enrollment,Masters,Business Degree
2679,no_enrollment,Masters,STEM
4687,no_enrollment,Graduate,STEM
30170,no_enrollment,,
31047,no_enrollment,Graduate,STEM
6672,no_enrollment,Masters,STEM
6936,no_enrollment,Masters,STEM
3944,Full time course,Masters,STEM
4047,Part time course,Graduate,STEM
2913,no_enrollment,,
13154,Part time course,Masters,STEM
22444,no_enrollment,Graduate,STEM
28737,no_enrollment,Graduate,Humanities
32548,Full time course,High School,
9712,no_enrollment,Graduate,STEM
12337,no_enrollment,Graduate,STEM
21533,no_enrollment,Masters,STEM
4777,no_enrollment,Masters,STEM
25903,no_enrollment,Graduate,Humanities
21391,no_enrollment,Graduate,No Major
25616,Full time course,Masters,STEM
2279,no_enrollment,Graduate,STEM
6351,no_enrollment,Phd,STEM
28941,no_enrollment,Graduate,STEM
7750,no_enrollment,Graduate,STEM
24987,no_enrollment,Masters,STEM
15208,no_enrollment,Graduate,STEM
8542,Part time course,Graduate,STEM
17789,no_enrollment,Masters,STEM
28314,no_enrollment,High School,
23726,no_enrollment,Graduate,STEM
21872,no_enrollment,Graduate,STEM
25281,no_enrollment,Graduate,STEM
4443,no_enrollment,Graduate,STEM
465,no_enrollment,Graduate,STEM
14044,no_enrollment,Primary School,
4148,no_enrollment,Masters,STEM
14981,no_enrollment,Graduate,STEM
11568,no_enrollment,Graduate,Business Degree
14004,no_enrollment,Masters,STEM
32144,no_enrollment,Masters,STEM
22911,Full time course,Graduate,STEM
8512,no_enrollment,Graduate,STEM
6731,no_enrollment,Masters,STEM
23111,no_enrollment,Phd,STEM
15645,no_enrollment,Graduate,STEM
1299,no_enrollment,Graduate,STEM
25436,Part time course,Masters,STEM
5472,no_enrollment,Masters,STEM
4723,no_enrollment,Graduate,STEM
17827,Full time course,Graduate,STEM
26871,no_enrollment,Graduate,STEM
16102,Full time course,Graduate,STEM
670,no_enrollment,Graduate,STEM
26900,no_enrollment,Masters,STEM
20412,no_enrollment,Graduate,STEM
11054,no_enrollment,Graduate,STEM
27146,no_enrollment,Graduate,STEM
25725,no_enrollment,Masters,Humanities
17980,no_enrollment,Graduate,STEM
7498,no_enrollment,Graduate,STEM
29616,no_enrollment,Graduate,STEM
14511,no_enrollment,Graduate,STEM
302,no_enrollment,Graduate,STEM
30613,Full time course,Graduate,STEM
25207,Part time course,Graduate,STEM
7557,no_enrollment,Graduate,STEM
7657,no_enrollment,Masters,STEM
15369,no_enrollment,Graduate,No Major
5691,no_enrollment,Graduate,STEM
10775,Full time course,Graduate,STEM
16556,no_enrollment,Graduate,STEM
16805,no_enrollment,Phd,STEM
16176,no_enrollment,Masters,STEM
32079,no_enrollment,Masters,STEM
24058,no_enrollment,Graduate,STEM
4372,Full time course,Graduate,STEM
23810,Full time course,High School,
1618,Full time course,Primary School,
23718,Full time course,Graduate,STEM
1734,no_enrollment,Graduate,STEM
16482,no_enrollment,Masters,STEM
21280,Full time course,Graduate,STEM
26280,no_enrollment,Phd,STEM
31886,no_enrollment,Graduate,Humanities
29562,no_enrollment,Graduate,Arts
27984,no_enrollment,Graduate,STEM
9165,no_enrollment,High School,
8878,no_enrollment,Graduate,STEM
28187,no_enrollment,Graduate,STEM
26711,no_enrollment,Masters,STEM
21094,Full time course,Graduate,STEM
27995,no_enrollment,Graduate,Humanities
31262,Part time course,High School,
9372,no_enrollment,Masters,STEM
27830,no_enrollment,Graduate,STEM
32922,no_enrollment,Masters,STEM
30835,Full time course,Graduate,STEM
23443,no_enrollment,Graduate,STEM
5592,Part time course,Graduate,STEM
8416,no_enrollment,Graduate,Other
11356,no_enrollment,Graduate,STEM
17311,Part time course,Graduate,STEM
16425,no_enrollment,Graduate,STEM
30787,no_enrollment,Graduate,Business Degree
1520,no_enrollment,Graduate,Humanities
32134,no_enrollment,Graduate,STEM
6201,no_enrollment,Graduate,STEM
18635,Full time course,Masters,STEM
29682,no_enrollment,Graduate,Arts
20993,no_enrollment,Graduate,STEM
31102,no_enrollment,Primary School,
16242,no_enrollment,Graduate,STEM
21104,no_enrollment,Graduate,STEM
32091,no_enrollment,Graduate,STEM
3251,Full time course,Graduate,STEM
23192,Part time course,Masters,STEM
24305,no_enrollment,Graduate,STEM
27068,Full time course,Graduate,STEM
16483,no_enrollment,Graduate,STEM
20221,no_enrollment,Graduate,STEM
30052,Full time course,Graduate,STEM
21577,Full time course,,
11670,Part time course,Graduate,STEM
11344,no_enrollment,Graduate,STEM
8565,no_enrollment,Masters,STEM
9017,no_enrollment,,
18694,no_enrollment,Masters,STEM
17407,no_enrollment,Phd,Humanities
18645,no_enrollment,Graduate,STEM
23757,no_enrollment,Masters,STEM
21854,no_enrollment,Masters,Arts
31823,Full time course,Graduate,STEM
26372,Part time course,Graduate,STEM
6764,no_enrollment,High School,
16666,Part time course,Graduate,STEM
18067,no_enrollment,Graduate,STEM
10404,no_enrollment,Graduate,No Major
7899,no_enrollment,Graduate,STEM
8854,no_enrollment,Graduate,STEM
31335,Full time course,Graduate,STEM
25943,Full time course,Graduate,STEM
15862,Part time course,High School,
13145,no_enrollment,Graduate,STEM
30764,,High School,
5910,no_enrollment,Graduate,STEM
15050,no_enrollment,Graduate,STEM
8655,no_enrollment,Graduate,STEM
10032,no_enrollment,Masters,Business Degree
17995,no_enrollment,Graduate,STEM
9519,,,
30386,no_enrollment,Graduate,STEM
19806,no_enrollment,Graduate,STEM
32712,no_enrollment,Graduate,STEM
33341,Full time course,High School,
3721,no_enrollment,High School,
25523,no_enrollment,Graduate,STEM
29676,Full time course,Graduate,STEM
31039,no_enrollment,High School,
14787,,,
30133,Full time course,Graduate,STEM
27704,no_enrollment,Masters,STEM
27604,no_enrollment,Graduate,STEM
17235,Full time course,Masters,STEM
16981,no_enrollment,Graduate,STEM
32132,no_enrollment,Graduate,STEM
11637,Full time course,Graduate,STEM
12277,no_enrollment,Graduate,STEM
21505,Full time course,Graduate,STEM
15530,no_enrollment,Masters,STEM
19502,Full time course,Graduate,STEM
781,Part time course,Graduate,STEM
9958,no_enrollment,Graduate,Business Degree
33293,Full time course,Graduate,STEM
7955,Full time course,Graduate,STEM
27929,no_enrollment,Graduate,STEM
4054,no_enrollment,High School,
24241,no_enrollment,Masters,STEM
8553,no_enrollment,Graduate,STEM
5127,no_enrollment,Graduate,STEM
8788,no_enrollment,Graduate,Arts
1754,no_enrollment,Graduate,STEM
17754,no_enrollment,Graduate,STEM
20873,no_enrollment,Masters,Other
11238,no_enrollment,Graduate,Other
8119,no_enrollment,Masters,STEM
12598,no_enrollment,Masters,STEM
31046,no_enrollment,Graduate,STEM
29700,Full time course,Graduate,STEM
14665,no_enrollment,Graduate,STEM
12589,no_enrollment,Graduate,STEM
31030,no_enrollment,Graduate,STEM
26585,Part time course,High School,
28646,no_enrollment,Graduate,STEM
31793,Full time course,Graduate,STEM
7939,no_enrollment,Graduate,STEM
17157,no_enrollment,Phd,STEM
6327,no_enrollment,Graduate,STEM
6730,no_enrollment,High School,
23339,Full time course,Masters,STEM
7994,Full time course,Graduate,STEM
17641,no_enrollment,Masters,STEM
17735,Full time course,Graduate,STEM
13025,no_enrollment,Graduate,STEM
13046,no_enrollment,Masters,Arts
9315,no_enrollment,Masters,STEM
25212,no_enrollment,Graduate,STEM
13610,no_enrollment,Graduate,STEM
22167,Full time course,Masters,Humanities
5187,no_enrollment,Graduate,STEM
17395,no_enrollment,Graduate,STEM
27507,no_enrollment,Graduate,STEM
4191,no_enrollment,Graduate,STEM
363,Full time course,Graduate,STEM
22163,Full time course,Graduate,STEM
13399,no_enrollment,Masters,Business Degree
20467,Full time course,Graduate,STEM
19631,no_enrollment,Graduate,STEM
1358,no_enrollment,Graduate,STEM
23008,no_enrollment,Masters,STEM
17185,no_enrollment,Graduate,Humanities
27436,no_enrollment,Masters,STEM
6127,Part time course,Graduate,STEM
21527,Full time course,Graduate,STEM
28199,no_enrollment,Graduate,STEM
5548,no_enrollment,Graduate,STEM
13641,no_enrollment,Graduate,Humanities
32045,Part time course,Graduate,STEM
29361,no_enrollment,Graduate,STEM
28203,Full time course,High School,
9606,no_enrollment,Graduate,STEM
15857,no_enrollment,Graduate,STEM
17518,,Graduate,STEM
15309,no_enrollment,Graduate,STEM
27401,no_enrollment,Graduate,STEM
8947,Full time course,Graduate,STEM
30508,Full time course,High School,
27212,no_enrollment,Graduate,STEM
12444,no_enrollment,Graduate,Humanities
30609,,Masters,STEM
20309,no_enrollment,Graduate,STEM
